         0.00000        -0.00491        -0.05839        -0.12899        -0.18912        -0.24296        -0.29928        -0.35671        -0.41178        -0.46467        -0.51647        -0.56684        -0.61513        -0.66120        -0.70510        -0.74665        -0.78563        -0.82190        -0.85538        -0.88593        -0.91343        -0.93780        -0.95893        -0.97677        -0.99124        -1.00228        -1.00986        -1.01394        -1.01451        -1.01156        -1.00510        -0.99515        -0.98174        -0.96491        -0.94471        -0.92121        -0.89450        -0.86465        -0.83177        -0.79597        -0.75738        -0.71612        -0.67232        -0.62615        -0.57776        -0.52732        -0.47499        -0.42096        -0.36541        -0.30854        -0.25053        -0.19160        -0.13194        -0.07175        -0.01126         0.04934         0.10983         0.17001         0.22966         0.28857         0.34655         0.40339         0.45888         0.51285         0.56509         0.61543         0.66369         0.70969         0.75329         0.79431         0.83263         0.86810         0.90059         0.93000         0.95621         0.97913         0.99868         1.01479         1.02739         1.03645         1.04192         1.04378         1.04202         1.03665         1.02767         1.01513         0.99904         0.97948         0.95650         0.93017         0.90059         0.86786         0.83208         0.79338         0.75188         0.70774         0.66109         0.61210         0.56093         0.50776         0.45278         0.39617         0.33812         0.27884         0.21853         0.15740         0.09566
         0.04907        -0.00980        -0.00933        -0.06227        -0.14057        -0.20147        -0.25196        -0.30773        -0.36633        -0.42140        -0.47353        -0.52499        -0.57530        -0.62331        -0.66894        -0.71246        -0.75366        -0.79222        -0.82804        -0.86104        -0.89111        -0.91812        -0.94195        -0.96256        -0.97984        -0.99375        -1.00422        -1.01122        -1.01473        -1.01471        -1.01118        -1.00413        -0.99360        -0.97961        -0.96220        -0.94144        -0.91739        -0.89014        -0.85977        -0.82638        -0.79009        -0.75103        -0.70931        -0.66510        -0.61853        -0.56976        -0.51897        -0.46632        -0.41200        -0.35619        -0.29909        -0.24089        -0.18180        -0.12201        -0.06173        -0.00118         0.05944         0.11993         0.18005         0.23962         0.29842         0.35625         0.41290         0.46818         0.52190         0.57386         0.62388         0.67180         0.71744         0.76063         0.80123         0.83910         0.87410         0.90610         0.93500         0.96068         0.98305         1.00205         1.01758         1.02960         1.03807         1.04294         1.04420         1.04184         1.03586         1.02629         1.01314         0.99647         0.97632         0.95277         0.92588         0.89576         0.86249         0.82621         0.78701         0.74505         0.70045         0.65338         0.60400         0.55246         0.49896         0.44367         0.38678         0.32849         0.26899         0.20851         0.14723
         0.09802         0.03930        -0.01961        -0.01321        -0.06555        -0.15297        -0.21480        -0.26052        -0.31557        -0.37611        -0.43128        -0.48227        -0.53333        -0.58375        -0.63149        -0.67662        -0.71973        -0.76060        -0.79875        -0.83409        -0.86662        -0.89622        -0.92272        -0.94603        -0.96609        -0.98283        -0.99617        -1.00607        -1.01250        -1.01542        -1.01482        -1.01070        -1.00306        -0.99195        -0.97738        -0.95940        -0.93808        -0.91348        -0.88569        -0.85480        -0.82090        -0.78413        -0.74460        -0.70244        -0.65780        -0.61083        -0.56169        -0.51056        -0.45760        -0.40299        -0.34693        -0.28961        -0.23122        -0.17197        -0.11206        -0.05169         0.00891         0.06955         0.13002         0.19009         0.24957         0.30825         0.36592         0.42238         0.47744         0.53090         0.58258         0.63229         0.67985         0.72512         0.76791         0.80809         0.84550         0.88002         0.91153         0.93991         0.96506         0.98689         1.00531         1.02028         1.03171         1.03959         1.04386         1.04452         1.04155         1.03497         1.02480         1.01106         0.99379         0.97307         0.94894         0.92150         0.89083         0.85704         0.82024         0.78056         0.73813         0.69309         0.64561         0.59583         0.54393         0.49009         0.43450         0.37734         0.31881         0.25911         0.19845
         0.14673         0.08831         0.02952        -0.02943        -0.01651        -0.06818        -0.16635        -0.22927        -0.26848        -0.32262        -0.38616        -0.44154        -0.49083        -0.54143        -0.59221        -0.63973        -0.68421        -0.72690        -0.76749        -0.80524        -0.84007        -0.87212        -0.90124        -0.92724        -0.95001        -0.96953        -0.98572        -0.99850        -1.00783        -1.01367        -1.01601        -1.01482        -1.01011        -1.00190        -0.99020        -0.97505        -0.95651        -0.93463        -0.90948        -0.88115        -0.84974        -0.81534        -0.77808        -0.73809        -0.69549        -0.65043        -0.60307        -0.55356        -0.50209        -0.44882        -0.39393        -0.33763        -0.28009        -0.22151        -0.16211        -0.10208        -0.04164         0.01901         0.07967         0.14011         0.20012         0.25951         0.31806         0.37557         0.43184         0.48667         0.53987         0.59125         0.64064         0.68785         0.73273         0.77512         0.81486         0.85182         0.88587         0.91688         0.94474         0.96935         0.99063         1.00849         1.02288         1.03373         1.04101         1.04468         1.04474         1.04117         1.03399         1.02321         1.00887         0.99102         0.96971         0.94502         0.91702         0.88581         0.85150         0.81420         0.77403         0.73114         0.68566         0.63776         0.58760         0.53534         0.48117         0.42528         0.36785         0.30909         0.24919
         0.19509         0.13711         0.07858         0.01973        -0.03926        -0.01915        -0.07009        -0.18088        -0.24508        -0.27565        -0.32864        -0.39660        -0.45236        -0.49916        -0.54917        -0.60071        -0.64805        -0.69170        -0.73394        -0.77434        -0.81168        -0.84596        -0.87752        -0.90619        -0.93168        -0.95390        -0.97288        -0.98852        -1.00074        -1.00949        -1.01475        -1.01650        -1.01473        -1.00944        -1.00063        -0.98835        -0.97263        -0.95352        -0.93108        -0.90538        -0.87652        -0.84459        -0.80970        -0.77195        -0.73150        -0.68846        -0.64299        -0.59524        -0.54537        -0.49356        -0.43999        -0.38483        -0.32828        -0.27053        -0.21178        -0.15223        -0.09209        -0.03157         0.02912         0.08978         0.15019         0.21015         0.26943         0.32785         0.38519         0.44126         0.49585         0.54879         0.59987         0.64893         0.69579         0.74029         0.78227         0.82157         0.85807         0.89163         0.92214         0.94948         0.97355         0.99428         1.01157         1.02538         1.03564         1.04233         1.04540         1.04486         1.04068         1.03290         1.02152         1.00659         0.98815         0.96626         0.94100         0.91245         0.88071         0.84587         0.80807         0.76742         0.72407         0.67816         0.62984         0.57930         0.52669         0.47220         0.41601         0.35832         0.29933
         0.24298         0.18557         0.12746         0.06884         0.00992        -0.04909        -0.02107        -0.07121        -0.19675        -0.26244        -0.28180        -0.33334        -0.40759        -0.46396        -0.50714        -0.55643        -0.60932        -0.65656        -0.69906        -0.74079        -0.78114        -0.81811        -0.85176        -0.88281        -0.91106        -0.93605        -0.95771        -0.97613        -0.99123        -1.00288        -1.01105        -1.01573        -1.01690        -1.01454        -1.00866        -0.99927        -0.98641        -0.97011        -0.95043        -0.92743        -0.90120        -0.87180        -0.83936        -0.80397        -0.76575        -0.72483        -0.68136        -0.63548        -0.58734        -0.53712        -0.48498        -0.43111        -0.37568        -0.31889        -0.26093        -0.20201        -0.14232        -0.08208        -0.02149         0.03924         0.09990         0.16027         0.22016         0.27934         0.33762         0.39479         0.45065         0.50500         0.55767         0.60845         0.65718         0.70367         0.74778         0.78934         0.82821         0.86424         0.89732         0.92732         0.95413         0.97767         0.99783         1.01456         1.02779         1.03746         1.04355         1.04603         1.04487         1.04010         1.03171         1.01973         1.00421         0.98518         0.96272         0.93689         0.90779         0.87551         0.84016         0.80185         0.76073         0.71692         0.67058         0.62186         0.57094         0.51798         0.46317         0.40669         0.34874
         0.29028         0.23359         0.17602         0.11779         0.05908         0.00010        -0.05893        -0.02221        -0.07145        -0.21418        -0.28161        -0.28664        -0.33639        -0.41937        -0.47662        -0.51463        -0.56300        -0.61811        -0.66535        -0.70624        -0.74741        -0.78794        -0.82455        -0.85746        -0.88799        -0.91587        -0.94035        -0.96142        -0.97928        -0.99385        -1.00494        -1.01252        -1.01661        -1.01720        -1.01426        -1.00778        -0.99781        -0.98437        -0.96750        -0.94725        -0.92370        -0.89692        -0.86700        -0.83404        -0.79815        -0.75946        -0.71809        -0.67419        -0.62790        -0.57938        -0.52881        -0.47634        -0.42217        -0.36648        -0.30946        -0.25130        -0.19221        -0.13239        -0.07205        -0.01139         0.04936         0.11002         0.17035         0.23016         0.28923         0.34737         0.40436         0.46000         0.51411         0.56650         0.61697         0.66536         0.71150         0.75521         0.79635         0.83477         0.87034         0.90293         0.93242         0.95870         0.98169         1.00130         1.01746         1.03010         1.03918         1.04467         1.04655         1.04479         1.03941         1.03042         1.01784         1.00172         0.98211         0.95908         0.93269         0.90304         0.87022         0.83435         0.79555         0.75395         0.70969         0.66292         0.61381         0.56251         0.50921         0.45408         0.39732
         0.33689         0.28104         0.22417         0.16645         0.10809         0.04930        -0.00972        -0.06878        -0.02247        -0.07073        -0.23342        -0.30288        -0.28983        -0.33737        -0.43221        -0.49070        -0.52145        -0.56864        -0.62719        -0.67459        -0.71320        -0.75371        -0.79475        -0.83105        -0.86304        -0.89302        -0.92061        -0.94460        -0.96503        -0.98233        -0.99638        -1.00691        -1.01389        -1.01740        -1.01741        -1.01388        -1.00681        -0.99625        -0.98223        -0.96479        -0.94398        -0.91987        -0.89255        -0.86210        -0.82863        -0.79225        -0.75309        -0.71127        -0.66694        -0.62025        -0.57136        -0.52044        -0.46765        -0.41319        -0.35724        -0.29999        -0.24164        -0.18238        -0.12244        -0.06200        -0.00129         0.05950         0.12014         0.18042         0.24015         0.29911         0.35709         0.41390         0.46932         0.52319         0.57529         0.62545         0.67350         0.71926         0.76257         0.80329         0.84126         0.87636         0.90845         0.93743         0.96318         0.98562         1.00467         1.02025         1.03231         1.04081         1.04570         1.04697         1.04461         1.03862         1.02903         1.01585         0.99914         0.97895         0.95534         0.92839         0.89819         0.86484         0.82846         0.78917         0.74710         0.70239         0.65520         0.60569         0.55402         0.50038         0.44494
         0.38268         0.32782         0.27177         0.21471         0.15685         0.09838         0.03951        -0.01956        -0.07863        -0.02178        -0.06896        -0.25475        -0.32656        -0.29096        -0.33580        -0.44648        -0.50666        -0.52733        -0.57300        -0.63671        -0.68448        -0.71983        -0.75954        -0.80162        -0.83768        -0.86848        -0.89787        -0.92529        -0.94881        -0.96854        -0.98526        -0.99883        -1.00879        -1.01516        -1.01808        -1.01752        -1.01340        -1.00574        -0.99459        -0.98000        -0.96198        -0.94061        -0.91595        -0.88809        -0.85712        -0.82314        -0.78628        -0.74664        -0.70438        -0.65962        -0.61254        -0.56327        -0.51200        -0.45891        -0.40416        -0.34795        -0.29048        -0.23194        -0.17253        -0.11246        -0.05194         0.00883         0.06963         0.13025         0.19049         0.25013         0.30896         0.36679         0.42340         0.47861         0.53222         0.58403         0.63388         0.68157         0.72696         0.76987         0.81016         0.84768         0.88230         0.91389         0.94235         0.96758         0.98947         1.00795         1.02296         1.03443         1.04233         1.04662         1.04729         1.04432         1.03773         1.02754         1.01377         0.99646         0.97569         0.95150         0.92399         0.89325         0.85938         0.82249         0.78270         0.74017         0.69501         0.64740         0.59750         0.54547         0.49149
         0.42756         0.37381         0.31872         0.26246         0.20523         0.14722         0.08865         0.02970        -0.02941        -0.08848        -0.02003        -0.06602        -0.27852        -0.35304        -0.28954        -0.33111        -0.46262        -0.52506        -0.53194        -0.57563        -0.64690        -0.69533        -0.72600        -0.76475        -0.80863        -0.84454        -0.87375        -0.90248        -0.92994        -0.95301        -0.97193        -0.98806        -1.00119        -1.01060        -1.01632        -1.01865        -1.01753        -1.01283        -1.00457        -0.99284        -0.97767        -0.95908        -0.93714        -0.91193        -0.88354        -0.85205        -0.81757        -0.78021        -0.74012        -0.69741        -0.65223        -0.60475        -0.55512        -0.50351        -0.45010        -0.39508        -0.33862        -0.28093        -0.22221        -0.16265        -0.10246        -0.04186         0.01896         0.07977         0.14037         0.20055         0.26009         0.31880         0.37646         0.43288         0.48786         0.54120         0.59273         0.64225         0.68959         0.73460         0.77710         0.81696         0.85402         0.88816         0.91926         0.94720         0.97188         0.99322         1.01114         1.02557         1.03645         1.04376         1.04745         1.04751         1.04394         1.03674         1.02595         1.01158         0.99368         0.97233         0.94757         0.91951         0.88822         0.85382         0.81643         0.77616         0.73315         0.68756         0.63954         0.58924         0.53685
